Orthogroup	Aco	Ath	Atr	CS_A	CS_B	CS_D	CS_Un	Kni	Mpo	Osa	Ptr	Vvi	Zma
OG0064511												VIT_200s0239g00040.1	
OG0064512												VIT_200s0204g00130.1	
OG0064513												VIT_200s0233g00140.1	
OG0064514												VIT_200s0701g00015.1	
OG0064515												VIT_200s0251g00050.1	
OG0064516												VIT_200s0396g00060.1	
OG0064517												VIT_200s0252g00080.1	
OG0064518												VIT_200s1359g00020.1	
OG0064519												VIT_200s0575g00005.1	
OG0064520												VIT_200s0228g00040.1	
OG0064521												VIT_200s1339g00010.1	
OG0064522												VIT_200s0199g00280.1	
OG0064523												VIT_200s0227g00080.1	
OG0064524												VIT_200s0269g00110.1	
OG0064525												VIT_200s0558g00010.1	
OG0064526												VIT_200s0194g00120.1	
OG0064527												VIT_200s1652g00010.1	
OG0064528												VIT_200s1344g00010.1	
OG0064529												VIT_200s0125g00070.1	
OG0064530												VIT_200s0302g00040.1	
OG0064531												VIT_200s0340g00060.1	
OG0064532												VIT_200s1205g00020.1	
OG0064533												VIT_200s0370g00030.1	
OG0064534												VIT_200s2740g00010.1	
OG0064535												VIT_200s0805g00020.1	
OG0064536												VIT_200s0202g00090.1	
OG0064537												VIT_200s0215g00100.1	
OG0064538												VIT_200s0437g00065.1	
OG0064539												VIT_200s1286g00020.1	
OG0064540												VIT_200s0188g00100.1	
OG0064541												VIT_200s0259g00060.1	
OG0064542												VIT_200s0144g00020.1	
OG0064543												VIT_200s0188g00200.1	
OG0064544												VIT_200s2182g00020.1	
OG0064545												VIT_200s0169g00050.1	
OG0064546												VIT_200s0229g00040.1	
OG0064547												VIT_200s0267g00050.1	
OG0064548												VIT_200s0332g00100.1	
OG0064549												VIT_200s0189g00020.1	
OG0064550												VIT_200s0854g00020.1	
OG0064551												VIT_200s0239g00130.1	
OG0064552												VIT_200s0625g00040.1	
OG0064553												VIT_200s0282g00025.1	
OG0064554												VIT_200s0574g00030.1	
OG0064555												VIT_200s0199g00040.1	
OG0064556												VIT_200s0160g00220.1	
OG0064557												VIT_200s0181g00045.1	
OG0064558												VIT_200s0239g00100.1	
OG0064559												VIT_200s0174g00010.1	
OG0064560												VIT_200s0144g00090.1	
OG0064561												VIT_200s0204g00070.1	
OG0064562												VIT_200s0454g00020.1	
OG0064563												VIT_200s0479g00010.1	
OG0064564												VIT_200s0801g00020.1	
OG0064565												VIT_200s0459g00040.1	
OG0064566												VIT_200s0438g00030.1	
OG0064567												VIT_200s0332g00070.1	
OG0064568												VIT_200s0215g00040.3	
OG0064569												VIT_200s0287g00080.1	
OG0064570												VIT_200s0593g00010.1	
OG0064571												VIT_200s0685g00020.1	
OG0064572												VIT_200s0246g00130.1	
OG0064573												VIT_200s0214g00030.1	
OG0064574												VIT_200s0202g00080.1	
OG0064575												VIT_200s0256g00080.1	
OG0064576												VIT_200s0198g00150.1	
OG0064577												VIT_200s0193g00100.1	
OG0064578												VIT_200s0852g00010.1	
OG0064579												VIT_200s2081g00010.1	
OG0064580												VIT_200s2569g00010.1	
OG0064581												VIT_200s0299g00010.1	
OG0064582												VIT_200s0160g00150.1	
OG0064583												VIT_200s0319g00010.1	
OG0064584												VIT_200s0360g00030.1	
OG0064585												VIT_200s0455g00010.1	
OG0064586												VIT_200s0260g00070.1	
OG0064587												VIT_200s0174g00153.1	
OG0064588												VIT_200s0332g00120.1	
OG0064589												VIT_200s0691g00020.1	
OG0064590												VIT_200s1600g00010.1	
OG0064591												VIT_200s0125g00150.1	
OG0064592												VIT_200s1306g00020.1	
OG0064593												VIT_200s0131g00360.1	
OG0064594												VIT_200s0239g00060.1	
OG0064595												VIT_200s0125g00330.1	
OG0064596												VIT_200s0246g00120.1	
OG0064597												VIT_200s0317g00040.1	
OG0064598												VIT_200s2630g00010.1	
OG0064599												VIT_200s0319g00040.1	
OG0064600												VIT_200s0218g00070.1	
OG0064601												VIT_200s0947g00020.1	
OG0064602												VIT_200s0533g00050.1	
OG0064603												VIT_200s0183g00010.1	
OG0064604												VIT_200s0425g00010.1	
OG0064605												VIT_200s0199g00050.1	
OG0064606												VIT_200s2197g00010.3	
OG0064607												VIT_200s0287g00050.1	
OG0064608												VIT_200s0193g00020.1	
OG0064609												VIT_200s0184g00130.1	
OG0064610												VIT_200s0561g00010.1	
OG0064611												VIT_200s0324g00090.1	
OG0064612												VIT_200s1914g00010.1	
OG0064613												VIT_200s0768g00030.1	
OG0064614												VIT_200s0125g00350.1	
OG0064615												VIT_200s0753g00020.1	
OG0064616												VIT_200s0188g00120.1	
OG0064617												VIT_200s0301g00020.1	
OG0064618												VIT_200s0259g00190.1	
OG0064619												VIT_200s1397g00020.1	
OG0064620												VIT_200s0233g00040.1	
OG0064621												VIT_200s1022g00010.1	
OG0064622												VIT_200s0640g00020.1	
OG0064623												VIT_200s0262g00100.1	
OG0064624												VIT_200s0357g00070.1	
OG0064625												VIT_200s2290g00010.1	
OG0064626												VIT_200s0270g00110.1	
OG0064627												VIT_200s2652g00020.1	
OG0064628												VIT_200s0361g00010.1	
OG0064629												VIT_200s0421g00010.1	
OG0064630												VIT_200s0531g00020.1	
OG0064631												VIT_200s1873g00010.1	
OG0064632												VIT_200s0742g00040.1	
OG0064633												VIT_200s0208g00080.1	
OG0064634												VIT_200s0203g00090.1	
OG0064635												VIT_200s0125g00010.1	
OG0064636												VIT_200s1463g00010.1	
OG0064637												VIT_200s2034g00010.1	
OG0064638												VIT_200s0160g00300.1	
OG0064639												VIT_200s0125g00040.1	
OG0064640												VIT_200s0186g00070.1	
OG0064641												VIT_200s0230g00040.1	
OG0064642												VIT_200s1557g00010.1	
OG0064643												VIT_200s0188g00130.1	
OG0064644												VIT_200s0188g00183.1	
OG0064645												VIT_200s0267g00060.1	
OG0064646												VIT_200s0125g00020.1	
OG0064647												VIT_200s0396g00065.1	
OG0064648												VIT_200s0283g00090.1	
OG0064649												VIT_200s0392g00050.1	
OG0064650												VIT_200s0199g00090.1	
OG0064651												VIT_200s1045g00015.1	
OG0064652												VIT_200s0551g00050.1	
OG0064653												VIT_200s0379g00050.1	
OG0064654												VIT_200s1448g00030.1	
OG0064655												VIT_200s0674g00010.1	
OG0064656												VIT_200s0264g00090.1	
OG0064657												VIT_200s0213g00080.1	
OG0064658												VIT_200s0313g00060.1	
OG0064659												VIT_200s0332g00020.1	
OG0064660												VIT_200s0603g00010.1	
OG0064661												VIT_200s0426g00020.1	
OG0064662												VIT_200s0357g00030.1	
OG0064663												VIT_200s0332g00030.1	
OG0064664												VIT_200s0204g00230.1	
OG0064665												VIT_200s0256g00100.1	
OG0064666												VIT_200s1869g00010.1	
OG0064667												VIT_200s0187g00160.1	
OG0064668												VIT_200s0245g00060.1	
OG0064669												VIT_200s0214g00050.1	
OG0064670												VIT_200s0557g00020.1	
OG0064671												VIT_200s0207g00300.1	
OG0064672												VIT_200s0467g00020.1	
OG0064673												VIT_200s1372g00020.1	
OG0064674												VIT_200s0698g00020.1	
OG0064675												VIT_200s1707g00010.1	
OG0064676												VIT_200s0271g00040.1	
OG0064677												VIT_200s0183g00020.1	
OG0064678												VIT_200s0163g00050.1	
OG0064679												VIT_200s0192g00120.1	
OG0064680												VIT_200s0215g00080.1	
OG0064681												VIT_200s0199g00060.1	
OG0064682												VIT_200s0173g00120.1	
OG0064683												VIT_200s0283g00010.1	
OG0064684												VIT_200s0194g00060.1	
OG0064685												VIT_200s0230g00160.1	
OG0064686												VIT_200s0163g00080.1	
OG0064687												VIT_200s0491g00010.1	
OG0064688												VIT_200s0246g00020.1	
OG0064689												VIT_200s0313g00072.1	
OG0064690												VIT_200s0854g00045.1	
OG0064691												VIT_200s2795g00010.1	
OG0064692												VIT_200s0160g00280.1	
OG0064693												VIT_200s0181g00030.1	
OG0064694												VIT_200s0240g00060.1	
OG0064695												VIT_200s0340g00050.1	
OG0064696												VIT_200s0353g00055.1	
OG0064697												VIT_200s0188g00230.1	
OG0064698												VIT_200s0183g00220.1	
OG0064699												VIT_200s0201g00080.1	
OG0064700												VIT_200s0379g00040.1	
OG0064701												VIT_200s2770g00010.1	
OG0064702												VIT_200s0238g00010.1	
OG0064703												VIT_200s0202g00070.1	
OG0064704												VIT_200s0179g00080.1	
OG0064705												VIT_200s0192g00040.1	
OG0064706												VIT_200s0406g00010.1	
OG0064707												VIT_200s1211g00020.1	
OG0064708												VIT_200s0173g00230.1	
OG0064709												VIT_200s0262g00030.1	
OG0064710												VIT_200s0522g00010.1	
OG0064711												VIT_200s2879g00010.1	
OG0064712												VIT_200s0344g00010.1	
OG0064713												VIT_200s0184g00220.1	
OG0064714												VIT_200s0169g00100.1	
OG0064715												VIT_200s0211g00140.1	
OG0064716												VIT_200s2226g00020.1	
OG0064717												VIT_200s0800g00020.1	
OG0064718												VIT_200s0144g00100.1	
OG0064719												VIT_200s1506g00010.1	
OG0064720												VIT_200s0207g00290.1	
OG0064721												VIT_200s0367g00010.1	
OG0064722												VIT_200s0285g00040.1	
OG0064723												VIT_200s0437g00020.1	
OG0064724												VIT_200s0160g00350.1	
OG0064725												VIT_200s0304g00010.1	
OG0064726												VIT_200s0346g00050.1	
OG0064727												VIT_200s0854g00050.1	
OG0064728												VIT_200s0392g00040.1	
OG0064729												VIT_200s0340g00040.2	
OG0064730												VIT_200s1052g00020.1	
OG0064731												VIT_200s0636g00005.2	
OG0064732												VIT_200s0179g00230.1	
OG0064733												VIT_200s0259g00050.1	
OG0064734												VIT_200s0246g00040.1	
OG0064735												VIT_200s0220g00180.3	
OG0064736												VIT_200s0183g00250.1	
OG0064737												VIT_200s0252g00090.1	
OG0064738												VIT_200s0183g00230.1	
OG0064739												VIT_200s0184g00160.1	
OG0064740												VIT_200s0291g00080.1	
OG0064741												VIT_200s0258g00080.1	
OG0064742												VIT_200s0663g00020.1	
OG0064743												VIT_200s0214g00020.1	
OG0064744												VIT_200s0366g00015.1	
OG0064745												VIT_200s0220g00040.1	
OG0064746												VIT_200s0218g00060.1	
OG0064747												VIT_200s0505g00040.1	
OG0064748												VIT_200s0269g00160.1	
OG0064749												VIT_200s0287g00030.1	
OG0064750												VIT_200s0276g00010.1	
OG0064751												VIT_200s0388g00060.1	
OG0064752												VIT_200s0420g00040.1	
OG0064753												VIT_200s0226g00170.1	
OG0064754												VIT_200s0259g00030.1	
OG0064755												VIT_200s2472g00010.1	
OG0064756												VIT_200s2288g00005.1	
OG0064757												VIT_200s1239g00010.1	
OG0064758												VIT_200s0323g00100.1	
OG0064759												VIT_200s0279g00100.1	
OG0064760												VIT_200s0125g00300.1	
OG0064761												VIT_200s0120g00300.1	
OG0064762												VIT_200s0204g00010.1	
OG0064763												VIT_200s0682g00020.1	
OG0064764												VIT_200s2480g00010.1	
OG0064765												VIT_200s0225g00200.2	
OG0064766												VIT_200s0246g00190.1	
OG0064767												VIT_200s2258g00010.1	
OG0064768												VIT_200s0415g00060.1	
OG0064769												VIT_200s1803g00010.1	
OG0064770												VIT_200s0371g00080.1	
OG0064771												VIT_200s0301g00180.2	
OG0064772												VIT_200s0163g00150.1	
OG0064773												VIT_200s0131g00192.1	
OG0064774												VIT_200s0285g00030.1	
OG0064775												VIT_200s1959g00010.1	
OG0064776												VIT_200s0230g00120.1	
OG0064777												VIT_200s0201g00010.1	
OG0064778												VIT_200s0665g00010.1	
OG0064779												VIT_200s1847g00010.1	
OG0064780												VIT_200s0262g00110.1	
OG0064781												VIT_200s0396g00070.1	
OG0064782												VIT_200s2410g00005.1	
OG0064783												VIT_200s2787g00005.1	
OG0064784												VIT_200s1860g00010.1	
OG0064785												VIT_200s0198g00100.1	
OG0064786												VIT_200s0598g00020.1	
OG0064787												VIT_200s0189g00100.1	
OG0064788												VIT_200s0179g00240.1	
OG0064789												VIT_200s0214g00170.1	
OG0064790												VIT_200s0541g00025.1	
OG0064791												VIT_200s0230g00090.1	
OG0064792												VIT_200s1927g00010.1	
OG0064793												VIT_200s0361g00020.1	
OG0064794												VIT_200s0477g00030.1	
OG0064795												VIT_200s0504g00010.1	
OG0064796												VIT_200s2249g00010.1	
OG0064797												VIT_200s0308g00040.1	
OG0064798												VIT_200s0173g00200.1	
OG0064799												VIT_200s2855g00010.1	
OG0064800												VIT_200s1287g00020.1	
OG0064801												VIT_200s0639g00010.1	
OG0064802												VIT_200s0160g00170.1	
OG0064803												VIT_200s0174g00210.1	
OG0064804												VIT_200s0371g00090.1	
OG0064805												VIT_200s0299g00090.1	
OG0064806												VIT_200s0270g00010.1	
OG0064807												VIT_200s0270g00020.1	
OG0064808												VIT_200s0230g00010.1	
OG0064809												VIT_200s0835g00020.1	
OG0064810												VIT_200s0532g00040.1	
OG0064811												VIT_200s0567g00030.1	
OG0064812												VIT_200s1814g00010.1	
OG0064813												VIT_200s1568g00005.1	
OG0064814												VIT_200s0233g00080.1	
OG0064815												VIT_200s1273g00010.1	
OG0064816												VIT_200s0199g00240.1	
OG0064817												VIT_200s0288g00006.1	
OG0064818												VIT_200s1194g00020.1	
OG0064819												VIT_200s0809g00030.1	
OG0064820												VIT_200s0285g00080.1	
OG0064821												VIT_200s0389g00010.1	
OG0064822												VIT_200s0261g00055.1	
OG0064823												VIT_200s0641g00030.1	
OG0064824												VIT_200s0240g00010.1	
OG0064825												VIT_200s0432g00010.1	
OG0064826												VIT_200s0595g00020.1	
OG0064827												VIT_200s0174g00156.1	
OG0064828												VIT_200s0319g00050.1	
OG0064829												VIT_200s0218g00080.1	
OG0064830												VIT_200s0203g00030.1	
OG0064831												VIT_200s0160g00290.1	
OG0064832												VIT_200s0740g00010.1	
OG0064833												VIT_200s0258g00020.1	
OG0064834												VIT_200s1448g00010.1	
OG0064835												VIT_200s0269g00070.1	
OG0064836												VIT_200s1488g00020.1	
OG0064837												VIT_200s0463g00040.1	
OG0064838												VIT_200s0336g00020.1	
OG0064839												VIT_200s0346g00010.1	
OG0064840												VIT_200s0499g00010.1	
OG0064841												VIT_200s0841g00020.1	
OG0064842												VIT_200s0469g00030.1	
OG0064843												VIT_200s0375g00050.1	
OG0064844												VIT_200s0490g00010.1	
OG0064845												VIT_200s0404g00070.1	
OG0064846												VIT_200s0802g00010.1	
OG0064847												VIT_200s0388g00050.1	
OG0064848												VIT_200s0706g00010.1	
OG0064849												VIT_200s0515g00040.1	
OG0064850												VIT_200s0194g00380.1	
OG0064851												VIT_200s0864g00010.1	
OG0064852												VIT_200s1663g00010.1	
OG0064853												VIT_200s0187g00070.1	
OG0064854												VIT_200s0392g00020.1	
OG0064855												VIT_200s0323g00010.1	
OG0064856												VIT_200s0230g00020.1	
OG0064857												VIT_200s0120g00290.1	
OG0064858												VIT_200s0287g00070.1	
OG0064859												VIT_200s0144g00160.1	
OG0064860												VIT_200s0269g00060.1	
OG0064861												VIT_200s0214g00010.1	
OG0064862												VIT_200s0477g00020.1	
OG0064863												VIT_200s1359g00010.1	
OG0064864												VIT_200s0240g00070.1	
OG0064865												VIT_200s0163g00040.1	
OG0064866												VIT_200s0230g00030.1	
OG0064867												VIT_200s0160g00270.1	
OG0064868												VIT_200s0254g00040.1	
OG0064869												VIT_200s0426g00030.1	
OG0064870												VIT_200s0179g00160.1	
